username,tweet,review
Diegol20112012,Adicionei um vídeo a uma playlist @YouTube http://youtu.be/UxZ5istaInY?aC omo … a história lembrará de Lula ?,0
itsRaynniere,Juiz de Fora tem mais um ato contra reforma da Previdência e terceirização http://ift.tt/2nIBW84 #SomosTodosDilma #Raynniere #BuyRaynnie …,-1
pmdbpr,"A três dias da greve geral contra a ' reforma ' da Previdência , a ' reforma ' trabalhista e a terceirização ... http://fb.me/24zIltDLD",-1
tarlouze,País tem protestos contra reforma da Previdência e terceirização | Brasil 247 https://evsarteblog.wordpress.com/2017/04/01/pai s-tem-protestos-contra-reforma-da-previdencia-e-terceirizacao-brasil-247 …pic.twitter.comPZs6z46Lwn,0
apyus,"Era o que garantiria a derrota de Dilma em 2010 (com Aécio e Serra na mesma chapa), por exemplo.",0
Kldheidrich,"TERCEIRIZAÇÃO E ESTA REFORMA DA PREVIDÊNCIA É SÓ PARA ENRIQUECER AINDA MAIS EMPRESÁRIOS, POLÍTICOS TEREM MAIS POSSIBILIDADES DE NEGOCIAR...",-1
sabecaxias,Ana Amélia manifesta preocupação com Reforma da Previdência e projeto da terceirização http:/www.sabecaxias.com.br?p=52844,0
PoliticaDouglas,"Valor Econômico - Com indefinição sobre Lula ,PT procura PCdoB, PSB, PDT e Psol para 2018 - http:/www.valor.com.br/politica/5128720com-indefinicao-sobre-lulapt-procura-pcdob-psb-pdt-e-psol-para-2018 …",0
BahiaNoticias,"Terceirização não serve de parâmetro para reforma da Previdência , diz Imbassahy http:/dlvr.it/NpBJpxpic.twitter.comx2EBTPX4IS",0
AdrianofxnaArea,Marque aqui um amiguinho petista que só é contra a Terceirização e a Reforma da Previdência se for feita pelo... http://fb.me/6QHoWEZ79,0
fckedgrI,temer reforma da previdência terceirização e vcs ainda acham que existe tempo pra sofrer por macho,-1
Adir00,"#BrasilQueOPovoQuer : Estamos desafiando a sociedade a participar ativamente"", diz Lula http://lula.com.br/brasilqueopovo quer-estamos-desafiando-sociedade-participar-ativamente-diz-lula … via @lulapelobrasil""",0
cruzeirofm,"Deputado falou sobre a reforma da previdência , terceirização e e outros temas polêmicos. http://fb.me/16vzcHS6q",0
_agsj3_,"Acho que a reforma da Previdência e terceirização são ótimas, porque vejo um comodismo na sociedade",1
zedosamba_,- Votos para um paredão de um BBB: 107 milhões. - Votos contra a Reforma da previdência e Terceirização : menos de 2 milhões.,-1
Lucimarfs,"É, meu amigo, não era pra delatar o Temer e o Aécio Neves , era pra falar do Lula. http://fb.me/83TeDWI2J",0
i1940isis,"#RS Em Palmeira das Missões, estudantes nas ruas na jornada de luta contra reforma da Previdência e terceirização ! #31M Foto: @MidiaNINJA pic.twitter.com/RzCH4nl5EW",-1
jpacheco_adv,"NÃO CONFIEM NESSE SENADORZINHO! SÓ AGITA! QM GOSTA DELE É A MARINA DO LULA,LEWANDOWSKI E CALHEIROS Q CONCORDOU C ELE NAQUELA CACA DA DILMA ! https://twitter.com/bbarinijr/status/910847124740427776 …",-1
vitroladoet,"Dêem risada, mas não se esqueçam da Terceirização , da Reforma da Previdência , do 13. salário... http://fb.me/2YZPFYUKc",-1
OFelipeSilvaas,uma das pautas é o apoio às reformas q temer está fazendo. Reforma da previdência e terceirização . pic.twitter.com/6QLegm20Io,0
PingoNosisss,"Verdade,o @turquim5 ,sempre esteve à frente,nas lutas pelo Lula ,e pelos companheiros daqui.Abraço Solano",1
tadeu_alves,Pesquisadora diz que jovens não terão futuro no Brasil com terceirização e Reforma da Previdência https:/falandoverdades.com.br/2017/04/05/pesquisadora-diz-que-jovens-nao-terao-futuro-no-brasil-com-terceirizacao-e-reforma-da-previdencia#.WOWGYHncc_o.twitter …,-1
tpnats,cara eu tava aqui pensando e velho a terceirização e a reforma da previdência é como se fosse uma contra a outra. qual a lógica?,0
maruxvb,"Dizem q não votam em pobre e não tem nem onde cair mortos q o Lula ou a Dilma são burros, mas tbm não sabem conjugar nenhum verbo",-1
MrJohnVoorhees,"Sim, podem n ser heróis, mas oq quis dizer é que o povo fez um alvoroço pra tirar a Dilma e agora ficam sentados vendo o BR afundar",0
BernardoJGF,"Terceirização e reforma da previdência , as prioridades do governo. Leia: http:/bit.ly/2lx2RnVpic.twitter.comOKJS5XQx98",0
GremioAntifa,Sexta é dia de pararmos o Brasil contra a terceirização e a reforma da previdência ! Sexta é dia de GREVE GERAL! http://fb.me/zI6uSpnx,-1
BelemDicas,Terceirização e reforma da previdência de MiShell Temer representa um verdadeiro assassinato dos trabalhadores assalariados. Informem-se !,-1
VlamirDiniz,PT já deu apoio a terceirização e reforma da Previdência https://youtu.be/VKHCeBUzhK0 via @YouTube,0
carlindinhabr,Ministro descarta usar projeto de reforma para mudar lei da terceirização http://g1.globo.com/economia/noticia/ministro-descarta-usar-reforma-trabalhista-para-mudar-lei-da-terceirizacao.ghtml?utm_source=twitter&utm_medium=share-bar-desktop&utm_campaign=share-bar-feed …,0
nona_alves,O machismo na Reforma da Previdência e na lei da Terceirização CAROLINE APPLE,0
DiarioPE,Placar da terceirização mostra que não será fácil aprovar reforma da Previdência http:/bit.ly/2mY3P92pic.twitter.comMVQr9YaGIe,0
paulo_SO,Mar estão lá na ONU. Hillary e Dilma estão em casa. então voto popular não serve pra nada.,0
chicamarrenta,PT e Lula são os alvos dos militares https:/jornalcnm2017.wordpress.com/2017/09/22/pt- e-lula-sao-os-alvos-dos-militares/ …pic.twitter.comszkhr7r9v6,0
Haddad_Femando,O crime de Lula foi reduzir a pobreza. Jamais irão perdoá-lo. https://goo.gl/tiMYaX #FéNoBrasil,1
mtst_,Esquenta para a greve geral contra os ataques do governo Temer e em defesa da reforma da previdência e contra a terceirização .,-1
jamlicious1,A maior decepção da semana foi descobrir que o Samuel Rosa do Skank apoiou Aécio Neves nas eleições de 2014,-1
eduardonino,"Manifestação contra a Reforma da Previdência , Trabalhista e a terceirização reúne 50 mil pessoas no Recife - Blog... http://fb.me/6oyWpFsJG",0
serapajet,"Concordo Miriam que foi longo, mas o que custou caro foi Lula, Dilma , Dirceu , Marcelo Oderb, doleiros, os Açougueiros JBS, Cabral e outros!",-1
folhape,"Votação da terceirização não ameaça reforma da Previdência , diz Meirelles http:/bit.ly/2nbIBFHpic.twitter.comvpuhopsLL5",0
lucianbellocchi,Ministro do STJ nega pedido de suspeição de Moro feito por defesa de Lula http:/ultimosegundo.ig.com.br/politica/2017-09-21moro-lula.html …,0
santaluzianetbr,Servidores públicos de BH fazem paralisação contra lei da terceirização e reforma … https://goo.gl/fb/jYXvfr,0
TA38_,"Terceirização , Cortes em Orçamentos, Reforma da Previdência , etc. Tudo isso faz parte de um governo comunista ladrão!",0
EnfermagSaude,"Coren-MA realiza audiência sobre a Reforma da Previdência , Terceirização e seus impactos na Enfermagem http://dlvr.it/P2hj5L",0
Jorgeeckel,"Carmem Lucia , Dilma do chefe , Raquel Doge ? vai da merda",-1
RRFaillace,Essa salvação está vindo com a terceirização do trabalho? Com a reforma da previdência ? Ou com o quê?,0
patricio_jb,"@g1politica A globo, quer derrubar o Temer de qualquer forma, porque não fizeram essa campanha contra o maior bandido do Brasil? Lula",-1
EdmilsonOlivei8,"Chupa Merdão"" @Estadao , o Povo tá contra sua terceirização , reforma da previdência e ""seu"" governo de corruptos. Somos todos #Lula2108 pic.twitter.com/RuKBTsVwsS""",1
VViolin,Mourão e o recado a Lula - O Antagonista http://fb.me/1lp0jOFXR,0
alvaromsantos1,"Temer não é santo,mas não entender o conceito que deu uma freada na beira do abismo que Lula Dilma estavam nos empurrando é DESINFORMAÇÃOhttps://twitter.com/Acppprovesi/status911135069338836992 …",-1
aprotestante,Protesto na av. Paulista contra a reforma da previdência e a terceirização ! 31-04-2017 #AP_Coluna_Política pic.twitter.com/60B8C2TACr,0
DAHORAWILSON,"@AecioNeves morreu politicamente, só esqueceram de enterrar.. igual @LulapeloBrasil",0
correio_dopovo,Placar da terceirização mostra que não será fácil aprovar reforma da Previdência http:/bit.ly/2nV6UIcpic.twitter.comISxgD72fuI,0
pitycryparty,quem tá dando rt em Dilma ???,0
braynerr,Renan também diz que a terceirização e reforma da previdência são ruins para trabalhadores do Nordeste.,-1
Fcomontec,"boa todo dia um golpe, todo dia um canalha desmascarado, mas coxinha não tira lula da boca, quem elegeu esse cara? bate no peito e fala algo",-1
_pedrofernandes,só lembro de Dilma dizendo que não fazia propaganda de OPÇÃO SEXUAL,0
alvaromsantos1,Lula chegou lá cdiscurso de salvador.Bolsanaro busca o poder sem ter um mínimo traquejo para o negócio.Seria pior que a Dilma mão de ferrohttps://twitter.com/Acppprovesi/status911195602054205440 …,0
EdiSilva64,Resistência São Paulo para contra reforma da Previdência e terceirização http://fb.me/8ISJtzOIu,-1
caue_tuga,Por quê? Se há algo que a terceirização não dá é votos. Como a reforma da previdência . https://twitter.com/JoFernandesCSC_/status/846884745858420737 …,0
danielpereira77,Renan em campanha contra a reforma da Previdência e a terceirização . Ou ganha 1 ministério ou faz média com o eleitor de AL - ou as 2 coisas,0
mdenser,Durante 13 anos governos Lula e Dilma nos protegeram da reforma da previdência e da terceirização total. O GOLPE foi para isto. @ricardope,1
luindarkness,"#nestagreveEU vou botar o nome de todos os políticos q votatam sim pelo fim da CLT, terceirização e reforma da previdência na macumba.",-1
Adriana_Accorsi,"Na estrada luta contra o golpe, a Terceirização e a Reforma da Previdência ! Hoje com a classe trabalhadora de Uruana #ForaTemer pic.twitter.com/jlhwX8KF3k",-1
maggiemaurren,"FHC e Lula sempre competindo! FHC criou o Plano Real"" e Lula o ""Prano Réu"".""",-1
BlogDagVulpi,Deputados criticam aprovação da Lei da Terceirização ; ministro defende reforma https:/goo.gl/mRJtVWhttp://fb.me2IUuIbYX5,0
Fcomontec,"os atos de 2013 contra a Dilma , e o impeachment, que vc participou batendo panelas, foram de fato contra a corrupção? estou certo que não",0
AugustoAntunes8,"APÓS RECURSO DA DEFESA DE LULA , STJ NEGA PEDIDO DE SUSPEIÇÃO CONTRA MORO https://youtu.be/voLlNSUXaMg via @YouTube",0
itsRaynniere,Movimentos sociais protestam na Av.Paulista contra reforma da Previdência e terceirização http://ift.tt/2oqq60q #SomosTodosDilma #Raynni …,0
N_Senhora,"Em nota, CNBB se posiciona contra a reforma da previdência e a terceirização https://goo.gl/fb/C0tXF7",-1
lbrrs,"acho chique a galera do não reconheço governo golpista"" queria saber como vao escapar da reforma da previdência ou rejeitar a terceirização""",-1
garibaldifilho,Hoje na 96 FM abordamos lei da terceirização Reforma da Previdência lista fechada prerrogativa de fôro,0
xstigx,Reforma da previdência para os banqueiros e terceirização para os empresários. Já a reforma política é besteira pq só beneficia o povão.,-1
Clementepunk,"Que se dane a reforma da previdência e a terceirização , o Brasil tá ganhando do Uruguai! Uhuu"" rsrsrs A copa é nossa!!""",0
o_lucassouza,Brasileiro: - Votos para um paredão de um big brother: 107 milhões. - Votos contra a Reforma da previdência e Terceirizacao : menos de 2 mi,-1
schwantes,"reforma trabalhista, da previdência , terceirização e perda de diretos em geral. agora foda mesmo é existir algo tipo dire straits legacy",-1
CUTSAOPAULO,"Ato na praça Afonso Pena, em SJC, contra a reforma da Previdência e trabalhista. A população diz não à terceirização . #PreparaGreveGeral #31M pic.twitter.com/fB75X9nvnr",-1
ResenhaBBMP,"Terceirização , Reforma da Previdência e Reforma Trabalhista. Não basta trabalhar mais, vai ter que trabalhar mal e até morrer.",-1
lcrive,Muitos não perceberam ainda que o nosso inimigo maior é o comunismo comandado p?Lula Dilma /PT que continuamabsolutamimpunes. #LulaNaCadeia,-1
depredro,"primeiro a gente tira a dilma depois a gente para a lava jato, faz reforma da previdencia , aprova terceirizaçao e estanca essa sangria""""",-1
tavasconcellos,no dia em que milhares vão as ruas em todo o país contra a reforma da previdência e ele assina a terceirização irrestrita. https://twitter.com/folha/status/8 47829055110078464 …,0
GinioICzank,"Eu sei, mas depois de tudo ela ligou para o Lula de uma linha tel. desprotegida. Não me entende mal. Ela é minha PresidentA. Mas (...)",-1
MarcioBrito10,"Reforma da previdência , PL da terceirização ... Tudo que o governo Dilma pretendia fazer tá acontecendo. Vcs deveriam ficar orgulhosos, não?",0
VinhaFm,Programa Mesa dos Notáveis no ar debatendo sobre a REFORMA TRABALHISTA  LEI DA TERCEIRIZAÇÃO . Participam do...http://fb.me7DfvOCc2U,0
benevides_cris,"@augustosnunes Dilma Rousseff defendendo terceirização , e a reforma da previdência http:/www.youtube.com.ln.isFvBun",0
golpeaqui_nao,"Fui questionada sobre terceirização , reforma da previdência , delações e com muita calma expliquei aos presentes as faces do golpe.",0
fmsaneto,Terceirização e Reforma Trabalhista podem piorar situação da Previdência http://fb.me/37qTr2Mn2,-1
dyeli10,SoBrE a PoLiTiCa..: SoBrE a PoLiTiCa..: Lula Faz AMEAÇAS a Sérgio Moro... http://tudadapolitica.blogspot.com/2017/09/sobre- politica-lula-faz-ameacas-sergio.html?spref=tw …,0
empiricus,Lula 2018? pic.twitter.com/tnCkbAHN8a,0
Claudiao1969,"kkkkkk Vota no PT, defende Dilma e Lula e vem chamar os outros de retardado??? kkkkkk Acéfala porca!!!",-1
leonardobv,Cidades têm protestos contra reforma da Previdência e terceirização http://g1.globo.com/politica/noticia/cidades-tem-protestos-contra-reforma-da-previdencia-e-terceirizacao.ghtml?utm_source=twitter&utm_medium=share-bar-desktop&utm_campaign=share-bar …,0
_gabibnunes,"Reforma da previdência foi adiada pra esse mês, porém a lei da terceirização foi aprovada semana passada.",0
oSabrinaPereira,MBL convoca manifestação mais vergonhosa da história do Brasil. PAUTA:Celebração da Terceirização Defesa da Reforma da Previdência pic.twitter.com/tcpliW2Zri,-1
Carlyle2209,A novel terceirização do trabalho reforça a indústria de serviços. A reforma da previdência fortalece a industria dos planos prevs privados. https://twitter.com/carlyle2209/status/864609454305705984 …,1
nandohist,"Terceirização e REforma da Previdência tem rejeição popular, pode Adam Smith defender, não queremos e ponto https://twitter.com/Planalto/status/851550614018375681 …",-1
Kldheidrich,"TERCEIRIZAÇÃO E ESTA REFORMA DA PREVIDÊNCIA É SÓ PARA ENRIQUECER AINDA MAIS EMPRESÁRIOS, NEGOCIAR PROPINAS EM LICITAÇÕES E EXPLORAREM TRABAL https://twitter.com/alvarodias_/status/855388685650595844 …",-1
AmadeIrawo,Ricardo Venturino: Agora temos que lutar contra a Reforma da Previdência ! Mas... e a terceirização ? E a venda... http://fb.me/1P7uvECIU,-1
ClaudiaIambe,Votos para um paredão de um big brother: 107 milhões. - Votos contra a Reforma da previdência e Terceirizacao : menos de 2 milhões.,-1
ExpeditoTeofilo,Bom dia... O que não quero p mim não desejo p os outros: FORA TERCEIRIZAÇÃO E REFORMA DA PREVIDÊNCIA !,-1
AssembleiaRS,Dep @DepMainardi afirma que ruptura constitucional trouxe consequências imprevisíveis como terceirização e reforma da previdência,0
brianalborguett,"A parada esse ano ta feia: Crise no Brasil, Reforma da previdência e agora a maior palhaçada e o fim da picada. Terceirização",-1
guarosen,"Luís Nassif"" Apenas um blogueiro pago para falar bem da Dilma e do PT justificando os milhões q ganhou do brasileiro! Pessoa superconfiável pic.twitter.com/StAnHqWB9H""",0
elvisneves45,"Paralisação geral dia 31 de março!!! Contra a lei da terceirização , contra a reforma da ... http://fb.me/8vx5C1OC8",-1
ryamauti,STF determina afastamento de Aécio Neves do mandato http:/dlvr.it/P9qCGX #SDV Via @examepic.twitter.comqezYwBdyxf,0
LeticiaFlaP,"Dias Gomes, coitado, foi poupado de Bolsonaro, Doria, Lula, Dilma e dos subs que o pessoal adora!",0
IvanNevton,"Assim como a reforma da Previdência , a PL de terceirização TAMBÉM foi proposta do governo PT. Mas a culpa é do... http://fb.me/7EfwHLZPb",0
lrosalves,E se o Lula voltar? https://twitter.com/thaisheredia/status/910885878435807232 …,0
incrivson,Terceirização Irrestrita. Reforma da Previdência . É... nunca esteve tão difícil ser trabalhador.,-1
momentsbrasil,Reforma da Previdência e terceirização levam manifestantes às ruas em 12 estados. #Moments https://twitter.com/i/moments/8478 73944950591488 …,0
macfa,Bom dia pra vc q em nome da democracia e do fim da corrupção votou no psicopata e narcotraficante q é ENEA investigado @AecioNeves https://twitter.com/TheInterceptBr/status/908746116211998720 …,-1
ClaudiaBorin,Retweeted Felipe Moura Brasil ( @BlogDoPim ): BOLSONARO EMPATA COM LULA : https:/www. oantagonista.com/brasil/bolsona ro-empata-com-lula/ …http://fb.me4ckcSLsIk,0
Pablo_Peixoto,"2006: Fui contra reeleição, mas o outro é o Alkmin. 2010: Já deu PT né? Mas o outro é o Serra. 2014: Chega de Dilma ! Mas o outro é o Aécio.",0
TonyShowOficial,Protestos contra terceirização e reforma da previdência devem paralisar centro da capital hoje O centro de João... http://fb.me/1r3cCFPLM,0
HaddadPro,"#VazaTemer Dilma liberou créditos, mas não agiu em pedaladas, diz perícia do Senado http://goo.gl/8xdYZE",0
gilbertorateke,A terceirização foi sancionada? Pq o espanto? Se governo ilegítimo desejar basta somente + alguns jantares p/ reforma da previdência passar!,-1
conradanapaula,"Reforma do ensino médio, da previdência , terceirização ... Eu tô bem triste.",-1
BorninBR,A terceirização será boa para os trabalhadores. A reforma da previdência pós morte será boa para todos.,-1
CoretoColetivo,"A Reforma da Previdência , ao lado da terceirização e da Reforma Trabalhista, pode ser o maior desmonte social da ... http://fb.me/8w2smMThl",-1
PixelQuebrado,"Sim, contra a reforma das previdência e da terceirização",-1
joeduardoaraujo,"Um projeto de país é importante, mas o que está posto, é barrar a ascensão do fascista ao comando do Brasil, ou seja ou é #Lula ou Bolsonaro",0
mfirmiano3,Fale um pouco da reforma da previdência e da terceirização ​ que o governo corrupto que vc apoiou está fazendo no Br,0
ulissesjornalpb,"No Paraguai por causa de reeleição o povo tocou fogo no Congresso. Aqui tem golpe, terceirização , reforma da previdência e o povo em silêncio",-1
1nicorniopunk,Com a terceirização e a reforma da previdência eu te pergunto: que futuro? https://twitter.com/frasesdebebadas/status/846481982498521088 …,-1
DouglasSantans,"Se o Bolsonaro é tão honesto, porque ele está tão quietinho com relação ao Aécio Neves e o Michel Temer, ambos pegos em áudio gravado"" pic.twitter.com/7nsNFgEJbO""",0
g1ribeiraopreto,Manifestantes protestam em Ribeirão e Franca contra a reforma da Previdência e a terceirização https://glo.bo/2nTRZAt,0
F_Cecconello,Houve um só quadrilhão: o do Lula - http:/VEJA.com http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEYjL8R_gu_zML88s9edWKe7ng1RA&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=GiPFWbjnD9johQGa0LuoAQ&url=http://veja.abril.com.br/tveja/1-minuto-com-augusto-nunes/houve-um-so-quadrilhao-o-do-lula …,-1
fabianardr,"Mais um dia revoltada com a reforma da previdência , trabalhista e terceirização porém sigo firme",-1
lcrive,"enqto contra Temer vale tudo,nunca MPFSTF acusaram Lula; Dilma /PT em exeercício, disparadam/governos++corruPTos/incomPeTentes denhistória,",-1
garridotiago,"#VemPraRua defender o gov Temer, a reforma da previdência , a terceirização e os nossos corruptos favoritos q estão no gov.",0
F_Cecconello,Veja a Lista completa das sete ações penais em que Lula já se tornou réu. http:/www.imprensaviva.com/2017/09veja-l ista-completa-das-sete-acoes.html …,0
bslvra,Já apareceram guerreirinhos do capital™ defendendo a terceirização/ reforma da previdência? siiiiimmm,-1
tltsan,Tribunal nega anulação da sentença que condenou Lula http://fb.me/xqbqavWA,0
Waz1994,"PARTE DA POPULAÇÃO FOI DOMINGO NAS RUAS SEM SABER O REAL MOTIVO, TERCEIRIZAÇÃO E REFORMA DA PREVIDÊNCIA , PARA MATAR O TRABALHADOR IGNORÂNCIA",-1
paulovargas61,PT vai ao STF contra terceirização e defende votação da Reforma da Previdência em um domingo http://fb.me/NHFXgunH,0
renatothibes,O que entendi da reforma da previdência e da terceirização : os pejotinhas da publicidade (eu) já tavam fudidos antes de virar modinha.,-1
apyus,"Em 2005, Lula defendia que a Venezuela tinha democracia em excesso"" https://buff.ly/2fozoY5""",0
diarionline,Trabalhadores fazem mobilização contra Reforma da Previdência e Terceirização - Diário Corumbaense http://diarionline.com.br/index.php?s=no ticia&id=93021#.WN5zsmYw1L0.twitter …,-1
victormaciel,"Primeiro a gente tira a Dilma e depois... Depois aprovaram a PEC 55, Terceirização e querem passar a reforma da Previdência #VidaPosGolpe",-1
leowmol,"Não sei porquê estão se preocupando com a reforma da previdência , se aprovar a terceirização em todos os setores nem CLT vai existir mais...",-1
IvanBatista3,Fortaleza tem manifestação contra reforma da Previdência e terceirização http://fb.me/8s6haOmpR,0
exame,Tribunal nega a Okamotto anulação do processo que condenou Lula http://abr.ai/2xlMvmT,0
andre_janu,"Se liga, a Reforma da Previdência é fichinha perto da Terceirização . Amanhã é dia de ficar ligado.",0
laureanorj,#terceirização estão querendo superar o PT em cagadas.. Reforma da previdência é p trabalhador pagar aposentadoria ilegal de político safado,-1
AndreiaLuizaO,"#VemPraRua apoiar a reforma da previdência , terceirização , temer e um grande pacto nacional com stf com tudo",1
anarcolapsus,minha mãe discutindo terceirização e reforma da previdência com o pessoal do grupo q ela participa kkjk,0
rosimac2007,"As outras cabeças da besta são: PEC 55, reforma do ensino médio, Terceirização irrestrita e reforma da previdência . Fim da mobilidade social",-1
MIBBrasil1,"PEC 55 D CONTROLE DOS GASTOS Q É CONTRA O POVO,DAQUI A POUCO REFORMA DA PREVIDENCIA CONTRA O POVO E TERCEIRIZAÇÃO CONTRA O POVO",-1
Ginhosussa,"Kkkk lembro qdo Obama chamou Lula de OCara""....kkkkkk ..esqueceu de dizer que era O Cara de Pau""",-1
cazedosanjos,2 A defesa do pres. do conselho de ética do senado em arquivar as denúncias do sen. Aécio Neves foi vexatória. Ele disse que não viu crime,-1
doug_hand,"Pessoa de esquerda apoiando o desmonte da previdência , a terceirização e a reforma trabalhiata. Que ponto chegamos",-1
psicopepper,"reforma do ensino médio e da previdência terceirização o brasil de temer"" pic.twitter.com/m0iCWUwZIq""",0
rafaeldealmeida,Era a discussão da reforma da previdência aí já veio a operação carne fraca e agora a terceirização /CLT. Tá dificil d+ de acompanhar gente,0
g1,Cidade mineira tem protesto contra a reforma da Previdência e terceirização https:/glo.bo/2oiD5Vd #G1pic.twitter.comuw4fZUNcG2,0
lcrive,"Esquerdeopatas Petralha é acéfalo mesmo. Dilma quebtou o pais além de ser corruPTa, se elegeu com dinheiro do Petrolao! #LulaDilmaNuncaMais",-1
orlandosilva,"Terceirização e reforma da previdência , as prioridades do governo. No Brasil de Temer, a ordem é punir o trabalho http://ow.ly/SDh4309GkEV",-1
celsodossi,"Quanto mais se insiste no Lula , mais o Bolsonaro cresce.",0
AiltonBenedito,Emocionante defesa da regulamentação da terceirização e da reforma da previdência pela ex-presidenta. Pena que não pode colocar em prática. pic.twitter.com/ExEywOOm32,0
pnluca,"Com a Terceirização não tem mais aposentados, logo pra que Reforma da Previdência ? Sem aposentados não pagamos os antigos. Loucura!",-1
DanPereiraSoS,"Quais corruptos?.. de que lado?.. GM, Temer e cia faz parte dessa lista ou só Lula e Dilma ?",0
caapufmg,"Os alunos da FDCE se posicionam CONTRA a reforma da previdência , trabalhista e a terceirização ! Quem é de luta e... http://fb.me/1YA1jro5z",-1
GdeoliveiraGo,"E como fica a questão da terceirizacao , da reforma da Previdência ,qual é a posição de vcs a respeito @VemPraRua_br ??? https://twitter.com/VemPraRua_br/status/844219529085509637 …",0
joahmiranda,Juiz de Fora tem mais um ato contra reforma da Previdência e terceirização http://dlvr.it/Nmk7Jb,0
rogertunes,"Pra que se preocupar com a reforma da previdência se com a terceirização , ninguém terá carteira assinada !!!",-1
lelet_Arantes,"nao a pec 55, pec pec 257, reforma do ensino médio, reforma da previdência , a terceirização e mt mais",-1
Andrew_MK,"Bora acalmar o povo, ja que a Reforma da Previdência , Lei de terceirização esta deixando eles bravos. http://fb.me/3hckve9p5",-1
AnaVilarino1,"Tá desesperado com a terceirização e reforma da previdência ? Sabe quem vai pra rua lutar por vc? A CUT, CTB, PT, PCdoB e o grande Lula!",0
tang3l,Professores em greve pelos seguintes motivos: - contra a reforma da previdência ; - contra a terceirização ; -... http://fb.me/1hOTdWq5U,-1
barbarianapupo,o babaca que acha que está sendo prejudicado com a greve ainda não tomou conhecimento da terceirização e da reforma da previdência #GreveNÃO,-1
katybalalves,O MPF (Ministério Público Federal) emitiu um parecer favorável à defesa do ex-presidente Luiz Inácio Lula da... http://fb.me/7FcV5lxn2,0
UsuariosMetroSP,"Paralisação e Ato contra a Reforma da Previdência Social, terceirização etc...",-1
tiagormachado,Chora bastante querida do Lula pic.twitter.com/XD7qMpDDxC,0
AllehgiraM,Retweeted Turquim ( @turquim5 ): Vai vendo...Dono da Riachuelo que pediu impeachment de Dilma é multado por... http://fb.me/NFZiY1SX,0
ciccaxiasdosul,Ana Amélia manifesta preocupação com Reforma da Previdência e projeto da terceirização #ReuniãoAlmoçodaCIC http://ciccaxias.org.br/noticias/2017/03/27/ana-amelia-manifesta-preocupacao-com-reforma-da-previdencia-e-projeto-da-terceirizacao/#.WNlpkVIrC8o.twitter …,0
antoniomp,"Olha, essa lei da terceirização e essa reforma da prev... Como é!? Brasil e Uruguai? Que canal que tá passando?",0
PanichiRaphael,Ministro do STJ nega recurso de Lula que pedia suspeição do juiz Sergio Moro http:/www.gazetadopovo.com.br/politica/republicaministro-do-stj-nega-recurso-de-lula-que-pedia-suspeicao-do-juiz-sergio-moro-evaqlpl61tqvgrkew6w4kuls8 …,0
PSOLPelotasofic,"Terceirização , reforma trabalhista, reforma da previdência ... Temer quer retirar nossos direitos. Organize sua indignação, Seja PSOL! pic.twitter.com/BWrWgxqy0W",-1
portalvermelho,Defesa de Lula vai recorrer a plenário do STJ por suspeição de Moro - Portal Vermelho: http://vermelho.org.br/noticia/302269 -1#.WcVjMTDYYPE.twitter … via @portalvermelho,0
FabricioRomano,"Cadê as faixas que são contra reforma da previdência , trabalhista e terceirização , esqueci para os coxinhas só importa a lava jato. https://twitter.com/bandnewsfmrio/status/845992096070848512 …",-1
juliangiud,"Ninguém precisa do seu apoio , só seus comparsas Anastasia .... Já era Aécio eterno perdedor,",-1
bielcavalari,"é terceirização , reforma da previdência ... o jeito é parar de trabalhar agora mesmo e virar youtuber",-1
LukaPDS,Juiz de Fora tem mais um ato contra reforma da Previdência e terceirização http://ow.ly/3dEA50ayNv0,0
williamlima91,"Paralisação geral dia 31 de março!!! Contra a lei da terceirização , contra a reforma da ... http://fb.me/8zwjWDEHl",-1
RafaelFraga8,"Ontem, em sala de aula, meu professor questionou os alunos sobre a terceirização geral e reforma da previdência .... http://fb.me/6xRAJ0mwr",0
robertojarreis,#Linha24 Esse Juca é uma piada.... Agora critica o ministro do STF a favor de Temer... Só que os três a favor de Lula e Dilma ele se calou.,0
elimalves73,@Anastasia caro senador vc é a favor da reforma da previdência da reforma trabalhista e terceirização que prejudicam os trabalhadores?,0
vitimasBancoop,alo DILMA,0
leonardo3rr,Juiz de Fora tem mais um ato contra reforma da Previdência e terceirização http://dlvr.it/NmjkxR,0
LucianaBulau,"DILMA É A IOLANDA DOS EMAILS COM MONICA MOURA! PERÍCIA CONFIRMA. TCHAU, QUERIDA!",-1
P_Esteves82,Advogados de Lula vão recorrer de decisão de ministro do STJ contra parecer da procuradora http://ow.ly/wlaD50ebnSe,0
assimcarlos1,"Essa é apenas uma parte da reforma que combina-se com a terceirização , flexibilização dos contratos e a reforma da previdência ,",0
mclaraq_,"contra a previdência , a reforma do ensino médio, terceirização .. muitos professores pararam em prol dá gente, ai paramos também",-1
Hadesfrozen,#cpidaprevidencia @SenadoFederal @paulopaim além da Má reforma da previdência do Governo temos q engolir a terceirização do trabalho?,-1
helencabral13,O bom é trabalhar como escravo com a terceirização e morrer trabalhando com a Reforma da Previdência . Que coisa hem...,-1
